,Date (GMT),Facebook Page,Post ID,Post Type,Post_Message,Tags,Campaign,Comments,Engaged Users,Engagement Rate,Reach,Reactions,Shares,Video Views
1037,2019-03-18 15:55:05,Canadian Science,126081027444465_2358544754198070,Photo,"Simply Science is Natural Resources Canada’s online magazine, where you’ll find articles, videos and podcasts featuring the latest news and info related to Canada’s natural resources. Check it out to get the latest scoop on Canadian developments in the fields of energy, forestry, mining, earth sciences and more! http://ow.ly/hIck30o5nxu #SimplyScience",,,0,11,0.012821,858,5,0,0
1038,2019-03-15 18:44:45,Canadian Science,126081027444465_2354256664626879,Photo,Minister Duncan was at Simon Fraser University to highlight new Innovation in Canada funding that will strengthen research infrastructure on campuses across the country. This investment supports cutting-edge #Cdnresearch that helps create middle-class jobs and build vibrant communities. http://ow.ly/T36A30o3Sq1 #CFIfunded,,,0,35,0.019853,1763,5,0,0
1039,2019-02-27 16:55:08,Canadian Science,126081027444465_2330914976961048,Photo,"Waterproof computers? Not just yet! But thanks to some groundbreaking science using the heavier elements on the periodic table, it may no longer be a pipe dream. Grab a cup of coffee and read up on this cutting-edge chemistry... just make sure not to spill! http://ow.ly/dKra30nQtxO #YearofthePeriodicTable",,,0,5,0.004859,1029,5,0,0
1040,2019-02-25 16:55:05,Canadian Science,126081027444465_2327837653935447,Photo,"Meet YiSi, a machine translation teacher that pinpoints errors in machine-produced translations so developers can improve the system. This open-source software was developed by computer scientists at the National Research Council. In an international competition held in 2018, it graded over 400,000 translated sentences and came first in overall performance. Way to go, YiSi! http://ow.ly/xayg30nPdMX #CdnInnovation",,,0,14,0.012567,1114,5,0,0
1041,2019-02-01 16:55:05,Canadian Science,126081027444465_2289715187747694,Photo,"Newborn piping plover chicks only weigh as much as two pennies (remember pennies?). By the time they are adults, they weigh the equivalent of six to eight toonies. Find out more about this endangered shorebird: http://ow.ly/GoLZ30nxK3d",,,0,19,0.014925,1273,5,1,0
1042,2019-01-31 16:55:06,Canadian Science,126081027444465_2288200771232469,Photo,"To make sure fish migrations in the Saint-Ours Canal go swimmingly, Parks Canada has been conducting hydraulic simulations and hiring expert engineering consultants. Curious about their approach and what they’ve accomplished so far? Visit: http://ow.ly/iUaR30nwHhu",,,0,9,0.009018,998,5,0,0
1043,2019-01-16 16:55:06,Canadian Science,126081027444465_2264686606917219,Photo,"40 million years ago, Canada’s High Arctic was covered by lush forests! Scientists have recreated this environment at Nova Scotia’s Bedford Institute of Oceanography. The Bernard Pelletier Arctic Fossil Forest is a collection designed to represent the trees, shrubs and ferns that thrived millions of years ago! http://ow.ly/svnE30nkKG4  📷: American Museum of Natural History",,,0,19,0.019153,992,5,0,0
1045,2019-01-08 16:55:05,Canadian Science,126081027444465_2252347934817753,Photo,"Sadly, each year more than 200,000 Canadians develop some form of #cancer. Radiation therapy is recommended as treatment for almost half those cases. University of Victoria medical physicist Magdalena Bazalova-Carter is striving to improve access to treatment and the effectiveness of that vital therapy while reducing its harmfulness to patients. She is developing a new kind of X-ray machine that is expected to cost one-tenth the price of current machines. If you know someone who is suffering from this disease, please share this story to help spread awareness of what’s being done in #Canada to help. http://ow.ly/EGML30nev5N",,,0,10,0.028011,357,5,0,0
1046,2019-01-03 14:01:22,Canadian Science,126081027444465_2244501332269080,Video,"#DYK that the Inuvik–Tuktoyaktuk Highway is the first all-weather road to Canada’s Arctic coast? Because of this, the highway must be continuously maintained to ensure safe driving conditions over the permafrost. Check out this story from the North from Environment and Natural Resources in Canada permafrost scientists Stephen Wolfe and Peter Morse as they observe permafrost conditions along the road. http://ow.ly/Efaw30n96EU",,,0,14,0.010424,1343,5,0,0
1047,2019-07-31 19:09:36,Entreprises Canada,106585486115074_2333150306791903,Photo,"#LSV? Innovation, Sciences et Développement économique Canada (ISDE) figure au palmarès des 100 meilleurs employeurs au Canada en 2019. Suivez-nous sur LinkedIn pour rester à l’affût des nouvelles nous concernant, lire des articles et voir nos possibilités d’emploi! http://ow.ly/nmn550viV9d",,,1,29,0.024247,1196,5,0,0
1049,2019-06-13 17:00:30,Entreprises Canada,106585486115074_2247293778710890,Photo,"Vous avez besoin de réponses à vos questions, mais ne savez pas par où commencer? Essayez la version préliminaire de notre appli Entreprises Canada et clavardez avec un agent d’affaires. Faites-nous part de vos commentaires!  GooglePlay: http://ow.ly/LFpJ50uDlCU App Store http://ow.ly/q9ym50uDlCV",,,8,30,0.053957,556,5,0,0
1050,2019-06-10 14:50:16,Entreprises Canada,106585486115074_2241606999279568,Photo,L’appli Entreprises Canada facilite l’accès aux services gouvernementaux pour les entreprises dans le feu de l’action. Téléchargez la version préliminaire de l’appli et ayez accès aux services du #GC au moment et à l’endroit où vous brassez des affaires.  Google Play: http://ow.ly/7r3N50uAweZ App Store d’Apple: http://ow.ly/e2Od50uAweY,,,1,28,0.016736,1673,5,3,0
1051,2019-06-05 19:30:23,Entreprises Canada,106585486115074_2233192610121007,Photo,Les associés directeurs de @CycleCapitalVC s’appuient sur leurs décennies d’expérience en capital de risque pour faire croître des entreprises de premier ordre du secteur des #technospropres.,,,1,18,0.023136,778,5,0,0
1052,2019-05-22 20:00:25,Entreprises Canada,106585486115074_2209198409187094,Photo,Le gouvernement du Canada investit directement dans l’entrepreneuriat #féminin afin d’aider des entreprises à prendre de l’#expansion et à conquérir de nouveaux marchés.   http://ow.ly/JEtU50umGMt,,,2,28,0.036745,762,5,3,0
1053,2019-05-21 15:45:15,Entreprises Canada,106585486115074_2207260066047595,Link,"Cette #Semainedel’innovationcanadienne, passez plus de temps à innover qu’à rechercher du financement. #InnovationCanada permet aux entrepreneurs de trouver, de façon simple et même amusante, les services qui leur sont vraiment utiles. http://ow.ly/mUw930oMWVH",InnovationCampaign2019,,0,19,0.028148,675,5,1,0
1055,2019-04-23 14:00:27,Entreprises Canada,106585486115074_2161903857249883,Status,Ne manquez pas aujourd’hui à 13 h (heure du Pacifique) la diffusion en direct de l’annonce de la ministre Ng concernant l’appui du #GC aux activités d’#exportation et de #commerce.,,,0,6,0.010118,593,5,0,0
1056,2019-04-12 17:33:07,Entreprises Canada,106585486115074_2145067928933476,Status,La ministre Ng fera une annonce spéciale à l’appui des #femmesentrepreneures du Canada le lundi 15 avril à 9 h 15 (heure de l’Est). Assistez-y en direct pour en savoir plus! http://ow.ly/7Rki50q0qzR,,,2,19,0.017774,1069,5,0,0
1057,2019-04-11 15:45:17,Entreprises Canada,106585486115074_2143457349094534,Photo,"Innovation.canada.ca peut vous aider à trouver le soutien dont vous avez besoin pour démarrer votre entreprise, la faire croître ou lui permettre d’accéder à de nouveaux marchés. http://ow.ly/urko50pShVC #InnovationCanada",InnovationCampaign2019,,1,29,0.028265,1026,5,3,0
1058,2019-04-10 15:45:15,Entreprises Canada,106585486115074_2141954549244814,Photo,"Êtes-vous propriétaire d’une nouvelle entreprise? Sachez qu’un numéro unique à neuf chiffres sert à l’inscription de votre entreprise auprès des gouvernements fédéral et provinciaux et des administrations municipales.  Il vous permet d’ouvrir différents comptes en une seule séance d’inscription (TPS/TVH, compte d'impôt sur le revenu des sociétés et autres). Pour en savoir plus: http://ow.ly/7hT050pKA3N",,,0,17,0.019563,869,5,1,0
1059,2019-04-05 17:00:27,Entreprises Canada,106585486115074_2134391900001079,Photo,"#LSV? Entre 2004 et 2015, l’actif détenu par les #coopératives a augmenté de 71%, soit de 17,5 à 29,9 milliards de dollars. http://ow.ly/1LSe50p6XXI",,,0,15,0.017442,860,5,0,0
1060,2019-04-03 17:00:25,Entreprises Canada,106585486115074_2131289216978014,Photo,Vous avez du mal à comprendre tout ce qui touche l’impôt de votre petite entreprise? 💁Pas de panique! Demandez la visite GRATUITE d’un agent de liaison de l’@AgenceRevCan dès maintenant et voyez à quel point il est facile de garder le cap: http://ow.ly/OiWH30ojs3o  #PetiteEntreprise,,,1,37,0.022037,1679,5,4,0
1062,2019-03-18 15:45:11,Entreprises Canada,106585486115074_2106895979417338,Photo,"#Saviezvousque #CorporationsCanada offre près de 30 services en ligne? Recevez des courriels, obtenez de l’aide pour le dépôt des états financiers de votre entreprise, mettez à jour les informations sur votre entreprise, et faites bien plus encore! Profitez de services rapides, simples et sécuritaires en accédant au Centre de dépôt en ligne. http://ow.ly/Mpyt30o5yhE",,,1,13,0.020344,639,5,0,0
1063,2019-03-12 15:45:15,Entreprises Canada,106585486115074_2098555200251416,Link,"Vous avez peut-être perdu une heure dimanche dernier en raison de l’#heureavancée, mais vous gagnerez du temps en visitant #InnovationCanada pour trouver des moyens de faire croître votre #entrepriseCDN. http://ow.ly/S7ro30o10AJ",InnovationCampaign2019,,1,20,0.025157,795,5,1,0
1064,2019-03-04 16:45:12,Entreprises Canada,106585486115074_2087530194687250,Status,La ministre Ng est au sommet de @SheEOWorld à #Toronto dans le cadre de la #SemaineInternationaleDeLaFemme. http://ow.ly/aPE030nUHlU,,,0,9,0.0144,625,5,0,0
1065,2019-02-19 16:45:12,Entreprises Canada,106585486115074_2067570850016518,Photo,"Vous avez des questions au sujet du lancement d’une #entreprise? Communiquez avec nous. Qu’il s’agisse de questions sur la planification ou sur l’innovation, nous pouvons vous aider! http://ow.ly/e8Sf30nKYeu",,,6,38,0.054598,696,5,1,0
1066,2019-02-12 16:45:14,Entreprises Canada,106585486115074_2055932974513639,Photo,"Avoir une politique judicieuse de protection des renseignements personnels vous permettra d’établir de meilleures relations avec vos clients. Au Canada, les propriétaires de petites entreprises doivent se conformer à la Loi sur la protection des renseignements personnels et les documents électroniques (LPRPDE). Cette loi régit la façon dont vous utilisez et divulguez les renseignements personnels. Pour plus d’infos: http://ow.ly/MbGj30nFJFd",,,0,16,0.023358,685,5,0,0
1068,2019-04-30 15:01:15,Science canadienne,101966663200015_2338826676180658,Video,"ÉCLAIR! BOUM! La foudre se manifeste lorsqu’il y a une séparation des charges positives et négatives à l’intérieur d’un nuage. Comme elle se produit en moins d’une seconde, il s’agit d’un phénomène scientifique surprenant et fascinant. http://ow.ly/XpVW30oAsRu Environnement et Changement climatique",,,0,6,0.027273,220,5,0,4
1069,2019-04-25 15:01:30,Science canadienne,101966663200015_2330968723633120,Photo,Mistaken Point est un site fossilifère d’importance mondiale situé à Terre-Neuve. Les fossiles qui s’y trouvent datent de plus de 580 millions d’années et représentent les plus vieux exemples connus du monde en fait d’organismes à l’architecture complexe évoluant en eau profonde. http://ow.ly/Ghbi30owJME UNESCO #JeudiRétro 📸: Newfoundland and Labrador Tourism/Barrett and MacKay,,,0,5,0.016287,307,5,0,0
1070,2019-04-24 15:55:07,Science canadienne,101966663200015_2329524377110888,Photo,"L’Odyssée des sciences est une campagne nationale qui met à l’honneur les réalisations canadiennes en sciences, en technologie, en génie, en arts et en mathématiques. L’Odyssée des sciences offre d’un océan à l’autre des expériences uniques et des activités interactives dans des musées, des centres de recherche, des laboratoires et des salles de classe près de chez vous. Organisée par le NSERC / CRSNG, l’Odyssée des sciences démontre la passion du Canada pour l’#innovationcdn, les sciences et la découverte. Pour savoir comment y prendre part: http://ow.ly/82g530owuPE #OdySci #OptezSciences",,,0,24,0.021409,1121,5,6,0
1071,2019-04-16 15:08:42,Science canadienne,101966663200015_2316218671774792,Photo,"Pour créer des emplois et être chef de file dans l’économie de demain, le Canada doit investir dans les étudiants et les chercheurs d’aujourd’hui et de demain. C’est pourquoi #VotreBudget2019 investit annuellement 114 millions de dollars pour la création de 500 autres bourses à la maîtrise et 167 autres bourses au doctorat sur trois ans chaque année dans les domaines des STIM. Il double également la longueur du congé parental pour les étudiants chercheurs en le faisant passer de 6 mois à 12 mois. En soutenant la science et les chercheurs, nous favorisons la prospérité économique au bénéfice de tous les Canadiens. http://ow.ly/fxxA30orOQN #LeCanadaSoutientLesSciences York University",,,1,7,0.018182,385,5,0,0
1072,2019-04-03 15:55:05,Science canadienne,101966663200015_2296052200458106,Photo,La demande en aliments qui renferment des composés bénéfiques pour la santé tels que les probiotiques est en croissance. Quels probiotiques choisir? Comment les probiotiques sont-ils protégés? Les probiotiques ajoutés aux aliments en altèrent-ils le goût? Renseignez-vous davantage sur ces bactéries aux effets positifs: http://ow.ly/lk1q30ojmMb Agriculture et Agroalimentaire Canada,,,0,5,0.017241,290,5,0,0
1073,2019-03-28 15:55:05,Science canadienne,101966663200015_2286550998074893,Photo,"Le Canada se doit d’être un chef de file mondial en matière de développement durable de l’Arctique. Afin de renforcer le leadership du Canada dans le Nord, le #budgetde2019 propose de fournir à Ressources naturelles Canada jusqu’à 10 M$ sur deux ans à l’appui du Programme du plateau continental polaire, qui fournit un soutien logistique crucial aux chercheurs canadiens qui travaillent dans l’Arctique. Pour en savoir plus sur ce programme: http://ow.ly/eAtn30oegG6",,,0,6,0.021127,284,5,0,0
1074,2019-03-14 15:55:05,Science canadienne,101966663200015_2264929520237041,Photo,"L’Observatoire de neutrinos de Sudbury (SNOLAB) est un laboratoire souterrain spécialisé dans l’étude des neutrinos. Les recherches qui y sont menées visent à répondre aux questions complexes concernant la nature de l’Univers. Eh oui, ce laboratoire existe vraiment. La preuve: Arthur B. McDonald a reçu le prix Nobel de physique en 2015 pour ses travaux effectués à l’Observatoire. Voyez comment ce laboratoire de calibre mondial a pris forme, faisant d’un rêve une réalité: http://ow.ly/XYHN30o2Ir0  📸: SNOLAB",,,0,9,0.021739,414,5,0,0
1075,2019-01-04 18:01:20,Science canadienne,101966663200015_2161849610545033,Photo,Kim Fernie étudie l’effet des contaminants sur les hirondelles bicolores nicheuses dans la région des sables bitumineux. Son travail lui a permis de découvrir un moyen simple et non létal de surveiller la présence de contaminants dans les oiseaux. Nous pourrons ainsi mieux comprendre les répercussions des activités humaines sur la faune. http://ow.ly/tPNz30n984k,,,0,7,0.014706,476,5,0,0
1076,2019-01-03 14:01:22,Science canadienne,101966663200015_2160155147381146,Video,"#LSV? L’autoroute Inuvik-Tuktoyaktuk est la première route ouverte toute l’année permettant d’atteindre la côte arctique. Étant donné qu’elle est aménagée sur le pergélisol, elle doit être entretenue continuellement pour veiller à la sécurité des automobilistes. Regardez la vidéo, mettant en vedette les spécialistes du pergélisol Stephen Wolfe et Peter Morse, sur les conditions routières dans le Nord. Environnement et ressources naturelles au Canada   http://ow.ly/gF5a30n96LB",,,0,9,0.015411,584,5,0,0
1079,2019-08-21 19:56:02,Innovation canadienne,245607425815415_892980881078063,Photo,"Le Canada est une #SociétéInnovante et le #GC cherche continuellement à tirer parti des dernières nouveautés en sciences et en technologie. Aujourd’hui à Toronto, le ministre Bains a annoncé un nouveau projet ambitieux de la Supergrappe de la fabrication de prochaine génération qui sera mené en collaboration avec iVexSol. Ce projet important permettra de transformer la production d’un outil de thérapie cellulaire et génique qui pourrait venir en aide à des milliers de patients touchés par le #cancer. http://ow.ly/DbaC50vERRk  #fabrication #Canada #thérapiecellulaireetgénique #technologie",,,0,4,0.030303,132,4,0,0
1080,2019-08-20 20:10:06,Innovation canadienne,245607425815415_892277371148414,Video,"Unie, diversifiée et solidaire: la fonction publique 🇨🇦 célèbre la #SFFP2019, qui coïncide avec #Fierté dans la Capitale! Merci aux amis, membres de la famille et alliés des personnes LGBTQ2! ow.ly/6Y9150vDFiS   #lamourgagne #SaisondelaFierté #LGBTQ2 #FiertéISDE #FiertéCapPride",,,0,13,0.023339,557,4,3,0
1081,2019-08-20 15:02:43,Innovation canadienne,245607425815415_892119261164225,Video,Merci à Kim de l'Agence du revenu du Canada de partager votre histoire de #Fierté! #SFFP2019  #SFFP2019 #lamourgagne #SaisondelaFierté #LGBTQ2 #FiertéISDE #FiertéCapPride,,,0,15,0.025042,599,4,1,94
1082,2019-08-02 17:22:29,Innovation canadienne,245607425815415_880893048953513,Photo,"Les Canadiens des régions rurales nous ont dit que la #largebande et la #connectivité étaient une priorité pour eux. Avec la Stratégie canadienne pour la #connectivité, le gouvernement du Canada se donne un plan pour que tous les Canadiens aient accès à des services Internet haute vitesse abordables, peu importe l’endroit où ils vivent.   Aujourd’hui, la ministre du Développement économique rural, l’honorable Bernadette Jordan, a annoncé un financement pour que des services Internet haute vitesse nouveaux ou améliorés puissent être offerts dans 16 collectivités du Manitoba. Ce financement permettra aux résidents de ces collectivités de communiquer plus aisément avec leurs parents et amis, de faire des affaires en ligne, de suivre de la formation à distance et de tirer parti des possibilités offertes à l’ère du numérique. http://ow.ly/XP6F50vlLPk #BrancherpourInnover #Internethautevitesse #PossibilitésRurales",,,0,6,0.037736,159,4,0,0
1083,2019-08-01 20:00:42,Innovation canadienne,245607425815415_880338449008973,Photo,"Le Canada est en train de devenir un acteur clé pour ce qui est de répondre à la demande mondiale à l’égard des protéines végétales. Le premier projet de la Supergrappe des industries des protéines, mené par Botaneco inc., développe une technologie novatrice de transformation pour créer de nouveaux produits riches en protéines. C’est ça l’#innovationcdn! http://ow.ly/ZcBR50vjWlv",,,0,8,0.040609,197,4,0,0
1085,2019-07-18 17:34:27,Innovation canadienne,245607425815415_871522719890546,Photo,"Les Canadiens des régions rurales nous ont dit que leurs priorités étaient la #largebande, la #connectivité, l’accès à un logement abordable, la capacité d’attirer et de retenir les talents, le développement des compétences, la solidité et la durabilité de l’infrastructure, et le renforcement des capacités municipales. Avec la Stratégie canadienne pour la #connectivité, le gouvernement du Canada se donne un plan pour qu’éventuellement tous les Canadiens aient accès à des services Internet haute vitesse abordables, peu importe l’endroit où ils vivent.   Aujourd’hui, la ministre du Développement économique rural, l’honorable Bernadette Jordan, a annoncé l’octroi d’un financement afin que des services Internet haute vitesse nouveaux ou améliorés puissent être offerts dans les collectivités de La Glace et de Valhalla Centre. Ce financement permettra aux résidents de ces deux collectivités de communiquer plus aisément avec leur famille et leurs amis, de faire des affaires en ligne, de suivre de la formation à distance et de tirer parti des possibilités offertes par l’ère numérique. http://ow.ly/AyRh50v5dIq  #BrancherpourInnover #Internethautevitesse #PossibilitésRurales",,,0,5,0.031847,157,4,0,0
1086,2019-07-10 20:35:04,Innovation canadienne,245607425815415_866256730417145,Photo,"Les Canadiens des régions rurales nous ont dit que leurs priorités étaient la #largebande, la #connectivité, l’accès à un logement abordable, la capacité d’attirer et de retenir les talents, le développement des compétences, la solidité et la durabilité de l’infrastructure, et le renforcement des capacités municipales.  Avec la Stratégie canadienne pour la #connectivité, le gouvernement du Canada se donne un plan pour qu’éventuellement tous les Canadiens aient accès à des services Internet haute vitesse abordables, peu importe l’endroit où ils vivent. Il s’engage aussi à améliorer l’accès à la téléphonie mobile cellulaire là où les Canadiens vivent et travaillent, ainsi que le long des autoroutes et des principaux axes routiers.  Aujourd’hui, la ministre du Développement économique rural, l’honorable Bernadette Jordan, a annoncé l’octroi d’un financement afin que des services Internet haute vitesse nouveaux ou améliorés puissent être offerts dans les collectivités de La Glace et de Valhalla Centre. Ce financement permettra aux résidents de ces deux collectivités de communiquer plus aisément avec leur famille et leurs amis, de faire des affaires en ligne, de suivre de la formation à distance et de tirer parti des possibilités offertes par l’ère numérique. http://ow.ly/9wzj50uXRkk #BrancherpourInnover #Internethautevitesse #PossibilitésRurales",,,0,6,0.032787,183,4,1,0
1087,2019-07-02 22:19:12,Innovation canadienne,245607425815415_860782784297873,Photo,"Les Canadiens des régions rurales nous ont dit que leurs priorités étaient la connectivité haute vitesse, l’accès à un logement abordable, la capacité d’attirer et de retenir les talents, le développement des compétences, la solidité et la durabilité de l’infrastructure et le renforcement des capacités municipales.   Avec la Stratégie canadienne pour la connectivité, le gouvernement du Canada se donne un plan pour qu’éventuellement tous les Canadiens aient accès à des services Internet haute vitesse qui soient abordables, peu importe l’endroit où ils vivent. Il s’engage aussi à améliorer l’accès à la téléphonie mobile cellulaire là où les Canadiens vivent et travaillent, ainsi que le long des autoroutes et des principaux axes routiers.   Aujourd’hui, la ministre du Développement économique rural, l’honorable Bernadette Jordan, a annoncé un financement dans le cadre du programme Brancher pour innover afin que soient offerts des services Internet haute vitesse nouveaux ou améliorés dans huit communautés de la Colombie-Britannique. Ce financement permettra aux résidents de ces communautés de rester en contact avec leur famille et leur amis, de faire des affaires en ligne, de suivre de la formation à distance et de tirer profit des occasions qu’offre l’ère du numérique. http://ow.ly/ogeA101EQCE #BrancherPourInnover #InternetHauteVitesse #PossibilitéRurales",,,0,7,0.04023,174,4,1,0
1089,2019-06-24 20:00:32,Innovation canadienne,245607425815415_855312271511591,Photo,"Les Canadiens savent que le leadership en environnement va de pair avec la croissance économique. Des infrastructures modernes et des technologies propres nous permettront d’offrir nos ressources dans de nouveaux marchés, de diversifier nos échanges commerciaux et de créer de bons emplois bien rémunérés pour la classe moyenne du Canada. http://ow.ly/l9ew50uLLmm  #FondsStratégiquePourlInnovation #technospropres #Canada #ressources #économie #croissance",,,0,7,0.042945,163,4,0,0
1090,2019-06-21 16:02:34,Innovation canadienne,245607425815415_853124125063739,Photo,#LSV? Le secteur canadien de la fabrication aérospatiale fait appel à de nombreuses technologies de pointe et émergentes. Voici certains des domaines technologiques auxquels il touche. #SIAE2019 #AérospatialeCdn http://ow.ly/tgJ550uJbvT,,,0,15,0.027829,539,4,4,0
1091,2019-06-12 17:53:17,Innovation canadienne,245607425815415_847037509005734,Photo,"Le Canada est un chef de file mondial en matière d’intelligence artificielle, et accroître l’avantage concurrentiel du Canada dans le domaine des technologies numériques est l’un des piliers de la stratégie de croissance économique du gouvernement. http://ow.ly/MixO101D4w4",,,0,7,0.032258,217,4,1,0
1092,2019-06-07 20:10:03,Innovation canadienne,245607425815415_843709102671908,Status,"Ne manquez pas le ministre Bains EN DIRECT de la #ConfMTL du International Economic Forum of the Americas, le 10 juin, à 10h30.",,,0,5,0.025907,193,4,0,0
1093,2019-05-24 19:16:12,Innovation canadienne,245607425815415_834682446907907,Photo,"Le gouvernement du Canada, par l’entremise de son programme Brancher pour innover, consacrera 500 millions de dollars d’ici 2021 afin d’étendre les services Internet haute vitesse dans les collectivités rurales et éloignées du Canada.  Aujourd’hui, la ministre du Développement économique rural, l’honorable Bernadette Jordan, a annoncé l’octroi d’un financement afin que des services Internet haute vitesse nouveaux ou améliorés puissent être offerts dans deux collectivités de la municipalité régionale de York. Ce financement consenti dans le cadre du programme Brancher pour innover permettra aux résidents de ces collectivités de communiquer plus aisément avec leur famille et leurs amis, de faire des affaires en ligne, de suivre de la formation à distance et de tirer parti des possibilités offertes par l’ère numérique.",,,0,7,0.03139,223,4,0,0
1094,2019-05-23 19:47:29,Innovation canadienne,245607425815415_834089766967175,Photo,"En investissant dans l’avenir des soins de santé, le gouvernement du Canada favorise les découvertes dans le domaine de la recherche en santé. Il maximise aussi les capacités technologiques et le potentiel humain en vue de générer des emplois bien rémunérés. Cette initiative débouchera sur de meilleurs pronostics pour tous les Canadiens. http://ow.ly/eviE50uo6xK #Fondsstratégiquepourlinnovation",,,0,9,0.04186,215,4,0,0
1095,2019-05-23 15:36:12,Innovation canadienne,245607425815415_833974773645341,Photo,"Le ministre Bains a parlé de la nouvelle #CharteNumérique canadienne à C2 Montréal aujourd’hui afin d’assurer les Canadiens que leurs données peuvent être utilisées de manière sécuritaire, intègre et juste dans les services numériques qu’ils utilisent. http://ow.ly/eyan50unPBy",,,0,5,0.032468,154,4,0,0
1096,2019-05-22 19:30:09,Innovation canadienne,245607425815415_833480997028052,Photo,"Grâce à la nouvelle #CharteNumérique, les Canadiens pourront se fier à l’authenticité, à l’intégrité et à la sécurité des services qu’ils utilisent en ligne. http://ow.ly/WiFW50umU6P",,,0,9,0.027607,326,4,2,0
1097,2019-05-21 13:32:33,Innovation canadienne,245607425815415_832715223771296,Photo,"Bonne #SemaineInnovationCanadienne! La Semaine de l’innovation canadienne a pour objectif de renforcer la culture de l’innovation au Canada. Ensemble, inspirons la prochaine génération à faire du Canada le pays le plus novateur au monde!",,,0,11,0.03207,343,4,3,0
1098,2019-05-15 19:29:38,Innovation canadienne,245607425815415_829085900800895,Photo,"Des représentants des administrations et des gouvernements présents dans le cercle arctique, y compris du gouvernement du #Canada, se réuniront avec des agents de l’Organisation Mondiale de la Propriété Intellectuelle @worldipday et des intervenants inuits et lapons à #Iqaluit cette semaine dans le cadre d’un atelier axé sur les systèmes et les outils de gestion de la propriété intellectuelle. Il sera également question de la prise en compte du savoir et des expressions culturelles dans l’élaboration des lois et des politiques relatives à la propriété intellectuelle. Cet atelier fait partie de la #StratégiePI générale du Canada. Pour en savoir plus: http://ow.ly/4CSd50udEVA",,,0,8,0.042105,190,4,0,0
1099,2019-05-15 17:01:06,Innovation canadienne,245607425815415_829005707475581,Photo,"N’oubliez pas de vous joindre à nous demain à 12h (HE), alors que nous tiendrons une discussion des plus intéressantes avec le 28e gouverneur général du Canada, le très honorable David Johnston. Découvrez ce qu’il pense de l’innovation au Canada et des principaux défis que le Canada doit relever pour aller de l’avant. Tout cela et bien plus demain dans cette édition spéciale d’Innovation en direct!",,,0,7,0.04142,169,4,0,0
1100,2019-05-10 20:15:04,Innovation canadienne,245607425815415_825979691111516,Photo,"Le ministre Sohi était à Concordia University of Edmonton pour souligner l’achèvement de projets d’#infrastructure, notamment le nouveau Centre de science, de recherche et d’innovation. Ces projets novateurs ont obtenu du financement au titre du Fonds d’investissement stratégique pour les établissements postsecondaires du #GC. http://ow.ly/mSOf50u6Wzm",,,0,8,0.056738,141,4,0,0
1101,2019-05-03 18:35:03,Innovation canadienne,245607425815415_821820914860727,Photo,"Le #GC investit dans trois carrefours majeurs d’innovation — Communitech, MaRS Discovery District et Invest Ottawa  — pour accélérer l’expansion des entreprises technologiques à potentiel élevé en #Ontario.  #InvestirAuCanada http://ow.ly/Ll5u50tWIwM",,,0,6,0.042857,140,4,0,0
1102,2019-05-01 20:00:57,Innovation canadienne,245607425815415_820661738309978,Status,"À ne pas manquer! En direct sur Facebook, demain à 14h (HE), voyez le ministre Bains inaugurer à #Montréal l’Accélérateur mondial d’#IA d’@EricssonNA http://ow.ly/5LSb50tyLB0",,,0,6,0.034091,176,4,0,0
1105,2019-04-16 19:29:56,Innovation canadienne,245607425815415_812267442482741,Photo,"Des entreprises de partout au Canada mettent au point des #technospropres. Elles contribuent ainsi à la protection de l’environnement et à la création d’emplois bien rémunérés pour la classe moyenne.  L’investissement dans @SaltworksTech annoncé aujourd’hui aidera cette entreprise à mettre au point une innovation appelée AirBreather, qui permet de résoudre un problème crucial pour le secteur gazier et pétrolier, soit le traitement abordable et écologique des eaux usées. #InvestirAuCanada http://ow.ly/xQCD50qtOYB",,,0,24,0.027429,875,4,1,0
1107,2019-04-10 16:53:58,Innovation canadienne,245607425815415_808944876148331,Photo,"Votre organisation offre-t-elle des occasions d’apprentissage des #compétencesnumériques aux jeunes Canadiens ou à leurs enseignants? Elle pourrait être admissible à une subvention de #CodeCan!  Le programme CodeCan offre des expériences d’apprentissage en programmation, en analyse de données et en perfectionnement des compétences numériques aux élèves de la maternelle à la fin du secondaire. CodeCan offre également aux enseignants la possibilité d’acquérir de nouvelles compétences numériques ainsi que des techniques pour intégrer ces connaissances aux cours qu’ils donnent.  CodeCan accepte les demandes des organisations à but non lucratif constituées au Canada qui ont un minimum de trois ans d’expérience dans la prestation de formation en programmation et en perfectionnement des compétences numériques. La date limite pour présenter une demande est le 30 avril.  Présentez votre demande dès aujourd’hui!  http://ow.ly/Zq2l50pL8Bf",,,1,6,0.042857,140,4,0,0
1109,2019-04-05 16:45:42,Innovation canadienne,245607425815415_806029306439888,Photo,"L’objectif de #CodeCan est de permettre aux jeunes Canadiens, dont les membres de groupes traditionnellement sous-représentés, d’acquérir les compétences numériques nécessaires pour étudier en sciences, en technologie, en ingénierie et en mathématiques (STIM), des domaines qui ouvrent la porte aux emplois de demain.   Au cours de ses deux premières années, #CodeCan a fourni de la formation à plus de 1,3 million d’élèves et à plus de 61 000 enseignants. Et c’est loin d’être terminé!",,,0,11,0.052381,210,4,1,0
