,Date (GMT),Facebook Page,Post ID,Post Type,Post_Message,Tags,Campaign,Comments,Engaged Users,Engagement Rate,Reach,Reactions,Shares,Video Views
1519,2019-05-28 15:01:23,Science canadienne,101966663200015_2385173751545950,Photo,"Avez-vous fait vos 10 000 pas aujourd’hui? Non! Selon le professeur Reed Ferber de l’Université de Calgary vous n’avez pas à vous sentir coupable, tout dépend de votre situation personnelle. Les recherches de M. Ferber et des membres de son équipe visent à donner un sens aux données recueillies par les technologies prêt-à-porter. Ils espèrent ainsi pouvoir utiliser cette information pour prévoir et éviter les blessures. http://ow.ly/nFZQ50uqVFg University of Calgary  #innovationensanté",,,0,5,0.016393,305,2,0,0
1520,2019-05-24 15:00:55,Science canadienne,101966663200015_2378341628895829,Photo,"Pourquoi les apiculteurs élèvent-ils des abeilles? Pour la pollinisation, le miel, l’hydromel, la cire et bien plus encore. Le Musée de l’agriculture et de l’alimentation du Canada vous présente tout ce qu’il y a à savoir sur la pollinisation, les produits de la ruche et le style de vie des apiculteurs! Détails: http://ow.ly/Id8X50uoJl2  📸: Canada Agriculture and Food Museum",,,1,6,0.020067,299,2,0,0
1521,2019-05-22 15:01:17,Science canadienne,101966663200015_2374986865897972,Photo,Célébrez l’incroyable biodiversité du Canada avec les BioTrousses d’Environnement Canada! La biodiversité est omniprésente: vous pourrez l’observer tant lors d’une randonnée en forêt que lors d’une balade en ville! Il n’en reste qu’à vous et à votre famille d’explorer vos environs: http://ow.ly/56fs50umq7G Environnement et Changement climatique #JournéeInternationaleDeLaBiodiversité,,,0,3,0.01107,271,2,0,0
1522,2019-05-17 15:01:33,Science canadienne,101966663200015_2366573836739275,Photo,"L’exposition aux substances chimiques dans notre maison et notre environnement naturel est inévitable. Certains produits chimiques peuvent être bénéfiques, mais d’autres peuvent représenter un danger pour la santé s’ils ne sont pas utilisés ou manipulés correctement. #Maisonsaine est la nouvelle campagne de Santé Canada qui consiste à offrir aux Canadiens des conseils concrets sur la façon de protéger leur maison des substances chimiques et des polluants. Apprenez-en plus : http://ow.ly/ImdO50ug5ri Canadiens en santé",,,0,3,0.011194,268,2,0,0
1523,2019-05-16 15:01:42,Science canadienne,101966663200015_2364880443575281,Photo,"Que la lumière soit! C’est la #JournéeInternationaleDeLaLumière! Cette initiative mondiale initiée par UNESCO permet d’apprécier l’importance de la lumière et le rôle qu’elle joue dans divers domaines comme les sciences, la culture et le développement durable. L’objectif est d’inciter la communauté mondiale à s’unir pour entreprendre des actions de sensibilisation à la science et d’enseignement des sciences. Pour en savoir plus: http://ow.ly/IP7j50udwZ9",,,0,9,0.010976,820,2,1,0
1525,2019-05-08 14:36:26,Science canadienne,101966663200015_2351331694930156,Photo,L'Odyssée des sciences le plus grand festival de #STIAM au #Canada — se déroule jusqu’au 19 mai. Vos enfants peuvent en profiter pour apprendre quelque chose de nouveau et d’inspirant! Une pléthore d’activités interactives sont organisées d’un bout à l’autre du pays pour divertir toute la famille. Trouvez-en une près de chez vous et lancez-vous dans l’Odyssée des sciences: http://www.odsci.ca/ #OdySci #OptezSciences,,,0,2,0.00823,243,2,0,0
1526,2019-05-06 15:00:58,Science canadienne,101966663200015_2348326025230723,Photo,"Le 6 mai 1918, la lumière baignait pour la première fois des plaques photographiques au télescope Plaskett, soulignant l’inauguration de l’Observatoire fédéral d’astrophysique (OFA) et installant le Canada sur la scène mondiale de cette nouvelle branche de l’astronomie! Aujourd’hui, les astronomes qui travaillent à l’OFA pavent la voie aux découvertes scientifiques et ses ingénieurs mettent au point les instruments d’avant-garde, destinés aux télescopes qui scrutent l’Univers dans ses coins les plus reculés! Pour en savoir plus: http://ow.ly/IfOJ30oEq00 #espacecdn",,,0,3,0.009804,306,2,0,0
1527,2019-05-03 15:01:54,Science canadienne,101966663200015_2343519632378029,Video,"La couche d’ozone agit comme un bouclier dans la stratosphère de la Terre, absorbant en grande partie le rayonnement ultraviolet du Soleil. C’est un filtre invisible qui protège toutes les formes de vie sur Terre contre une surexposition aux rayons UV nocifs du Soleil. Sans l’effet protecteur de l’ozone, la vie sur Terre n’aurait pas évolué comme elle l’a fait. Apprenez-en plus sur cet invisible écran protecteur de notre planète: http://ow.ly/VHs530oCnhE Environnement et Changement climatique",,,0,2,0.011429,175,2,0,6
1528,2019-05-01 15:55:04,Science canadienne,101966663200015_2340470142682978,Photo,"#LeSaviezVous? Les nuages ont une grande influence sur la météo et le climat. Certains scientifiques croient même qu’ils pourraient avoir une incidence plus grande sur notre climat que les gaz à effet de serre. Afin de mieux comprendre le rôle joué par les nuages et leur composition, la NASA - National Aeronautics and Space Administration et l’Agence Spatiale Canadienne ont mis au point le satellite CloudSat, le premier à permettre de voir les nuages en 3D. Pour en savoir plus: http://ow.ly/RrHY30oBo6C  📷: NASA/Goddard Space Flight Center Conceptual Image Lab",,,1,9,0.025862,348,2,0,0
1529,2019-04-22 15:01:32,Science canadienne,101966663200015_2326201194109873,Status,"C’est le #jourdelaterre! En cette époque d’incertitude croissante quant à l’avenir de la planète, désigner des endroits spéciaux tels que des zones de protection marine est l’une des façons de contribuer à la préservation de nos plus indispensables ressources. Quelle meilleure façon de rendre hommage à la planète que d’explorer les merveilles que recèlent les fonds marins au large des côtes du Canada! http://ow.ly/jpqE30otoev Pêches et Océans Canada",,,0,3,0.008721,344,2,0,0
1531,2019-04-12 15:01:15,Science canadienne,101966663200015_2310047002391959,Photo,"Nous soulignons aujourd’hui la #JournéeInternationaleDuVolSpatialHabité! Le monde a bien changé depuis le tout premier vol spatial habité, un 12 avril il y a près de 60 ans! Revenons sur les grandes contributions du Canada en matière de recherche et sur des faits saillants mettant en vedette des Canadiens à bord de la Station spatiale internationale. Agence spatiale canadienne  http://ow.ly/8vTI30opnQo #VendrediRétro",,,0,5,0.015924,314,2,0,0
1532,2019-04-09 15:01:28,Science canadienne,101966663200015_2305377899525536,Photo,"La Division des services scientifiques de la protection des végétaux de l' Agence canadienne d'inspection des aliments effectue régulièrement un balayage des sources externes afin de repérer et de partager toute information d’intérêt concernant la santé des végétaux au Canada. De la pathologie à la botanique, le bulletin Survol — science des végétaux est un arrêt obligé pour tout savoir sur les plantes! Plus d’info: http://ow.ly/jKWD30onkYR",,,0,2,0.006536,306,2,0,0
1533,2019-03-27 16:30:19,Science canadienne,101966663200015_2285063221557004,Photo,"Ranya El Sadawy avait 14 ans lorsqu’elle a quitté le Moyen-Orient pour venir au Canada avec sa mère. Aujourd’hui, elle est ingénieure principale de ponts à Services publics et Approvisionnement Canada, où elle chargée de veiller à la maintenance du pont levant de Burlington et du pont-jetée LaSalle. Ce sont sa mère et ses enseignants qui ont inspirée Ranya à faire carrière en sciences. Chaque jour, de plus en plus de femmes comme elle contribuent à réduire l’écart entre les sexes dans les domaines des #STIM. Pour en savoir plus sur les responsabilités de Ranya et sur sa décision de suivre la voie des sciences: http://ow.ly/YMtC30odhCu #FemmesenSTIM #OptezSciences",,,0,5,0.01992,251,2,0,0
1534,2019-03-26 15:55:05,Science canadienne,101966663200015_2283387518391241,Photo,"La recherche dans le domaine de la génomique nous permet de mieux comprendre les systèmes biologiques. Nous avons ainsi la possibilité de résoudre de nombreux défis auxquels le Canada et le reste du monde sont confrontés de nos jours, notamment les problèmes de santé aigus ou chroniques, la production des aliments nécessaires pour nourrir une population croissante et la demande accrue en énergie. Dans #VotreBudget2019, nous nous proposons d’investir plus de 100 millions de dollars dans Genome Canada, un organisme national sans but lucratif qui contribue à intégrer les technologies génomiques dans de nombreux domaines d’activité économique du Canada. Ces fonds aideront à soutenir le travail de pointe des chercheurs canadiens et à maintenir la position de chef de file du Canada dans ce domaine. Découvrez comment les Canadiens profitent de la recherche en génomique: http://ow.ly/HF5e30oc9nP",,,0,11,0.024444,450,2,1,0
1535,2019-03-25 15:55:08,Science canadienne,101966663200015_2281807448549248,Photo,"Parlons sciences est un organisme de sensibilisation national qui permet à de jeunes Canadiens de participer à des activités pratiques et à des programmes d’apprentissage liés aux #STIM, ouvrant ainsi la voie à la prochaine génération de jeunes scientifiques et chercheurs. #VotreBudget2019 propose un financement de 10 millions de dollars sur deux ans à l’appui du développement de compétences dans les domaines des STIM. Cet investissement permettra de veiller à ce que plus de filles et de membres de groupes sous-représentés développent et maintiennent un intérêt à l’égard des STIM dès leur jeune âge. Pour en savoir plus sur les mesures prises dans #VotreBudget2019 à l’égard des jeunes: http://ow.ly/8bw830ob3V5 #OptezSciences",,,2,16,0.01518,1054,2,1,0
1536,2019-03-22 15:55:05,Science canadienne,101966663200015_2277045489025444,Photo,"Avec les puits canadiens, rester au chaud n’a jamais été aussi efficace d’un point de vue énergétique. Ces tuyaux souterrains permettent le transfert d’énergie géothermique pour chauffer ou climatiser un bâtiment. Voyez comment cette nouvelle solution écologique prend de l’ampleur au Canada! http://ow.ly/TF7W30o9jpF #ScienceSimplement",,,0,5,0.014327,349,2,0,0
1537,2019-03-21 15:55:06,Science canadienne,101966663200015_2275486985847961,Photo,"Le 21 mars, la #JournéeInternationaleDesForêts est l’occasion de souligner l’importance de l’éducation pour assurer une gestion durable des forêts et la conservation de la biodiversité. Des forêts en santé sont garantes de communautés en santé et d’économies prospères! http://ow.ly/9yqS30o8m5U United Nations",,,0,12,0.02069,580,2,2,0
1538,2019-03-15 18:45:45,Science canadienne,101966663200015_2266616906734969,Photo,La ministre Duncan était de passage à Simon Fraser University pour souligner l’octroi d’un nouveau financement à Innovation in Canada qui permettra de renforcer l’infrastructure de recherche sur les campus partout au pays. L’investissement soutient la #RechercheCdn de pointe qui contribue à la création de collectivités dynamiques et d’emplois pour la classe moyenne. http://ow.ly/ILS530o3Ssh #FinancéFCI,,,0,7,0.014028,499,2,0,0
1539,2019-03-04 16:55:04,Science canadienne,101966663200015_2251029198293740,Photo,"Depuis 175 ans, la Commission géologique du Canada a vu plusieurs femmes contribuer à l’avancement des géosciences au pays. Apprenez-en plus sur ces scientifiques, gestionnaires, techniciennes et employées de soutien canadiennes qui se consacrent aux sciences pour le bénéfice de tous les citoyens. http://ow.ly/gsTA30nUHuT #OptezSciences",,,1,8,0.020202,396,2,0,0
1540,2019-02-28 16:55:05,Science canadienne,101966663200015_2245058342224159,Photo,"L’innovation est depuis longtemps au cœur de l’histoire du Conseil national de recherches du Canada. Jetez un regard sur certains de ses chercheurs de pointe, dont les réalisations vont de la création de technologies de renommée internationale pour les téléphones intelligents à la découverte d’un phénomène maintenant connu sous le nom d’«effet Judek»! http://ow.ly/Zdgj30nS2lk #JeudiRétro",,,0,3,0.010791,278,2,0,0
